UserID,Tier,MonthsActive,HoursStreamed,Region,Price,TotalRevenue,Engagement_tier
11310,Standard,11,235.49292785640958,North America,14.99,164.89000000000001,Medium Engagement
11311,Standard,3,266.37917406581306,Asia,14.99,44.97,Medium Engagement
11312,Basic,5,346.6647568904727,Europe,9.99,49.95,Medium Engagement
11313,Premium,5,240.02476270524522,Latin America,19.99,99.94999999999999,Medium Engagement
11314,Premium,5,150.93307881203793,Asia,19.99,99.94999999999999,Medium Engagement
11315,Standard,8,410.7255290938682,Asia,14.99,119.92,High Engagement
11316,Premium,9,214.76766517471475,Latin America,19.99,179.91,Medium Engagement
11317,Basic,9,261.9067038203157,Europe,9.99,89.91,Medium Engagement
11318,Basic,6,336.7005002088345,Latin America,9.99,59.94,Medium Engagement
11319,Basic,6,204.36295722015987,Latin America,9.99,59.94,Medium Engagement
11320,Premium,9,174.4099065083402,Europe,19.99,179.91,Medium Engagement
11321,Premium,4,269.0302972581125,Europe,19.99,79.96,Medium Engagement
11322,Premium,6,115.51927015657077,Latin America,19.99,119.94,Low Engagement
11323,Premium,4,228.40704423490598,Latin America,19.99,79.96,Medium Engagement
11324,Premium,11,268.37789982365547,Asia,19.99,219.89,Medium Engagement
11325,Basic,1,229.7536077381127,Europe,9.99,9.99,Medium Engagement
11326,Standard,7,134.24117926106896,North America,14.99,104.93,Low Engagement
11327,Basic,10,369.5633467153009,Europe,9.99,99.9,High Engagement
11328,Premium,11,257.76536154618816,Latin America,19.99,219.89,Medium Engagement
11329,Basic,12,357.3364088321306,Latin America,9.99,119.88,High Engagement
11330,Premium,6,248.6489042306338,Latin America,19.99,119.94,Medium Engagement
11331,Premium,9,183.9991013731927,Latin America,19.99,179.91,Medium Engagement
11332,Basic,7,270.188569019137,North America,9.99,69.93,Medium Engagement
11333,Premium,7,233.81596552538352,Europe,19.99,139.92999999999998,Medium Engagement
11334,Standard,2,161.66789065064813,North America,14.99,29.98,Medium Engagement
11335,Premium,12,360.23381940906216,North America,19.99,239.88,High Engagement
11336,Standard,11,203.32973328295031,Latin America,14.99,164.89000000000001,Medium Engagement
11337,Standard,9,111.98002114033235,North America,14.99,134.91,Low Engagement
11338,Premium,10,349.61245404679994,Latin America,19.99,199.89999999999998,Medium Engagement
11339,Basic,9,212.17764881405327,Latin America,9.99,89.91,Medium Engagement
11340,Standard,6,204.41320805382819,Latin America,14.99,89.94,Medium Engagement
11341,Basic,3,117.59593097275194,North America,9.99,29.97,Low Engagement
11342,Standard,1,380.5706114947743,Latin America,14.99,14.99,High Engagement
11343,Premium,4,153.28895595927344,North America,19.99,79.96,Medium Engagement
11344,Premium,3,248.6489042306338,Europe,19.99,59.97,Medium Engagement
11345,Standard,12,318.44652419053307,Latin America,14.99,179.88,Medium Engagement
11346,Premium,1,281.6287699752323,Asia,19.99,19.99,Medium Engagement
11347,Standard,3,245.52592660058562,Asia,14.99,44.97,Medium Engagement
11348,Premium,4,122.37506062844378,Asia,19.99,79.96,Low Engagement
11349,Basic,8,189.2706373174537,Asia,9.99,79.92,Medium Engagement
11350,Premium,9,264.08502535318917,Asia,19.99,179.91,Medium Engagement
11351,Basic,3,190.96194475097528,North America,9.99,29.97,Medium Engagement
11352,Premium,6,248.6489042306338,Europe,19.99,119.94,Medium Engagement
11353,Basic,10,301.13075566113565,North America,9.99,99.9,Medium Engagement
11354,Premium,11,322.18771643500764,Latin America,19.99,219.89,Medium Engagement
11355,Basic,5,158.03654816404872,Europe,9.99,49.95,Medium Engagement
11356,Standard,6,414.74845412342154,Europe,14.99,89.94,High Engagement
11357,Standard,4,307.5609508415598,Europe,14.99,59.96,Medium Engagement
11358,Basic,10,249.8714384748202,Europe,9.99,99.9,Medium Engagement
11359,Premium,6,331.71524373074806,Asia,19.99,119.94,Medium Engagement
11360,Basic,7,427.405582899998,Latin America,9.99,69.93,High Engagement
11361,Premium,9,142.09599242073477,Europe,19.99,179.91,Low Engagement
11362,Standard,10,233.1053018131485,Europe,14.99,149.9,Medium Engagement
11363,Premium,7,248.6489042306338,Asia,19.99,139.92999999999998,Medium Engagement
11364,Standard,6,264.44886494860185,North America,14.99,89.94,Medium Engagement
11365,Premium,1,277.40456814438556,North America,19.99,19.99,Medium Engagement
11366,Premium,2,247.06284134179305,North America,19.99,39.98,Medium Engagement
11367,Premium,1,200.90998217512674,Latin America,19.99,19.99,Medium Engagement
11368,Basic,9,96.2864112858756,North America,9.99,89.91,Low Engagement
11369,Basic,10,278.0150262558827,Europe,9.99,99.9,Medium Engagement
11370,Standard,10,359.1575862936494,Asia,14.99,149.9,High Engagement
11371,Standard,9,205.6736158199926,Asia,14.99,134.91,Medium Engagement
11372,Basic,7,283.0044946767359,North America,9.99,69.93,Medium Engagement
11373,Standard,2,132.38917649349622,Asia,14.99,29.98,Low Engagement
11374,Basic,6,284.29097977693857,Europe,9.99,59.94,Medium Engagement
11375,Premium,11,220.49632766915073,North America,19.99,219.89,Medium Engagement
11376,Standard,4,192.8186537047814,Europe,14.99,59.96,Medium Engagement
11377,Standard,1,192.9727269087902,Latin America,14.99,14.99,Medium Engagement
11378,Basic,1,220.47913134752426,Europe,9.99,9.99,Medium Engagement
11379,Standard,12,278.68249867694016,Europe,14.99,179.88,Medium Engagement
11380,Standard,5,248.6489042306338,Europe,14.99,74.95,Medium Engagement
11381,Premium,12,220.21635013241104,Europe,19.99,239.88,Medium Engagement
11382,Standard,2,246.8896166500639,Latin America,14.99,29.98,Medium Engagement
11383,Premium,4,167.57205816011054,North America,19.99,79.96,Medium Engagement
11384,Basic,1,384.7498901256263,Europe,9.99,9.99,High Engagement
11385,Standard,4,185.9878389953994,North America,14.99,59.96,Medium Engagement
11386,Premium,11,199.7922314774882,Asia,19.99,219.89,Medium Engagement
11387,Basic,6,176.62690376331267,Europe,9.99,59.94,Medium Engagement
11388,Standard,10,384.8860065353588,Europe,14.99,149.9,High Engagement
11389,Basic,4,291.4678921449611,Asia,9.99,39.96,Medium Engagement
11390,Standard,1,179.75559953172683,North America,14.99,14.99,Medium Engagement
11391,Basic,7,332.9673669144977,Latin America,9.99,69.93,Medium Engagement
11392,Basic,2,265.0524020716659,Europe,9.99,19.98,Medium Engagement
11393,Premium,9,269.2940065833626,Asia,19.99,179.91,Medium Engagement
11394,Basic,3,224.16420934356606,Asia,9.99,29.97,Medium Engagement
11395,Standard,8,193.793800978227,Europe,14.99,119.92,Medium Engagement
11396,Standard,8,275.3324574290951,North America,14.99,119.92,Medium Engagement
11397,Premium,3,209.11845775033072,North America,19.99,59.97,Medium Engagement
11398,Standard,4,386.25667221813285,Europe,14.99,59.96,High Engagement
11399,Standard,2,154.8031671067672,Asia,14.99,29.98,Medium Engagement
11400,Standard,4,365.2117579641209,Europe,14.99,59.96,High Engagement
11401,Basic,11,241.65108634016494,Latin America,9.99,109.89,Medium Engagement
11402,Basic,11,272.43143005158294,Latin America,9.99,109.89,Medium Engagement
11403,Standard,11,312.4868324972076,North America,14.99,164.89000000000001,Medium Engagement
11404,Premium,9,202.73130287466728,Latin America,19.99,179.91,Medium Engagement
11405,Basic,2,314.81862885239775,Asia,9.99,19.98,Medium Engagement
11406,Premium,12,46.9342108464117,Latin America,19.99,239.88,Low Engagement
11407,Standard,12,196.00078500835457,Europe,14.99,179.88,Medium Engagement
11408,Standard,3,180.6952894494201,Asia,14.99,44.97,Medium Engagement
11409,Basic,11,155.98704907211788,North America,9.99,109.89,Medium Engagement
11410,Standard,11,233.87838714407866,North America,14.99,164.89000000000001,Medium Engagement
11411,Basic,4,278.93124761362714,Latin America,9.99,39.96,Medium Engagement
11412,Standard,5,302.6994998874479,North America,14.99,74.95,Medium Engagement
11413,Standard,1,268.06575679003055,Europe,14.99,14.99,Medium Engagement
11414,Basic,7,200.072990132984,Asia,9.99,69.93,Medium Engagement
11415,Basic,10,277.67623283688755,Europe,9.99,99.9,Medium Engagement
11416,Basic,7,259.3214271138138,Europe,9.99,69.93,Medium Engagement
11417,Standard,9,320.2042125952012,Europe,14.99,134.91,Medium Engagement
11418,Standard,4,308.2702527198637,Europe,14.99,59.96,Medium Engagement
11419,Premium,6,252.28573104404717,Asia,19.99,119.94,Medium Engagement
11420,Basic,11,182.70602453790573,Asia,9.99,109.89,Medium Engagement
11421,Standard,2,201.02873831259393,Europe,14.99,29.98,Medium Engagement
11422,Standard,12,208.7657980271475,Europe,14.99,179.88,Medium Engagement
11423,Basic,12,226.35502495628083,North America,9.99,119.88,Medium Engagement
11424,Premium,4,270.1037820692315,North America,19.99,79.96,Medium Engagement
11425,Basic,2,303.6380792596044,Asia,9.99,19.98,Medium Engagement
11426,Premium,10,246.16609802384667,North America,19.99,199.89999999999998,Medium Engagement
11427,Standard,5,251.20935909253544,Asia,14.99,74.95,Medium Engagement
11428,Premium,7,260.7479728750003,Asia,19.99,139.92999999999998,Medium Engagement
11429,Standard,1,211.3071015150745,Latin America,14.99,14.99,Medium Engagement
11430,Basic,10,180.5955806767783,Asia,9.99,99.9,Medium Engagement
11431,Basic,10,118.34215770169675,North America,9.99,99.9,Low Engagement
11432,Basic,7,197.86379814423458,Latin America,9.99,69.93,Medium Engagement
11433,Premium,10,285.485908995084,North America,19.99,199.89999999999998,Medium Engagement
11434,Standard,6,197.28164214703244,Asia,14.99,89.94,Medium Engagement
11435,Basic,6,232.1644721930545,Asia,9.99,59.94,Medium Engagement
11436,Basic,12,284.98234655592375,Europe,9.99,119.88,Medium Engagement
11437,Standard,8,289.05171223170015,Asia,14.99,119.92,Medium Engagement
11438,Basic,8,169.03503608754707,Latin America,9.99,79.92,Medium Engagement
11439,Standard,6,324.7794517340231,Asia,14.99,89.94,Medium Engagement
11440,Standard,3,334.5512567016614,Europe,14.99,44.97,Medium Engagement
11441,Standard,5,165.261260708608,Asia,14.99,74.95,Medium Engagement
11442,Standard,2,188.21223477691345,Asia,14.99,29.98,Medium Engagement
11443,Standard,5,339.33180123596435,Asia,14.99,74.95,Medium Engagement
11444,Premium,9,238.98598590585243,Europe,19.99,179.91,Medium Engagement
11445,Basic,10,83.51665394111117,North America,9.99,99.9,Low Engagement
11446,Premium,1,145.02388714504855,Asia,19.99,19.99,Low Engagement
11447,Basic,10,231.2972781120639,Latin America,9.99,99.9,Medium Engagement
11448,Premium,5,162.77180122865485,Europe,19.99,99.94999999999999,Medium Engagement
11449,Standard,12,218.9932172022669,Latin America,14.99,179.88,Medium Engagement
11450,Basic,6,252.4297160262684,Asia,9.99,59.94,Medium Engagement
11451,Basic,11,248.6489042306338,Europe,9.99,109.89,Medium Engagement
11452,Premium,7,228.2159562829158,Asia,19.99,139.92999999999998,Medium Engagement
11453,Premium,9,330.4406349679569,Latin America,19.99,179.91,Medium Engagement
11454,Basic,6,357.1570121527578,Europe,9.99,59.94,High Engagement
11455,Premium,5,357.5732252014057,North America,19.99,99.94999999999999,High Engagement
11456,Premium,12,271.3565945039176,North America,19.99,239.88,Medium Engagement
11457,Premium,7,102.75331391207692,North America,19.99,139.92999999999998,Low Engagement
11458,Standard,1,284.5618649052899,Asia,14.99,14.99,Medium Engagement
11459,Standard,11,328.6299915860156,Europe,14.99,164.89000000000001,Medium Engagement
11460,Premium,5,243.9199670923437,Latin America,19.99,99.94999999999999,Medium Engagement
11461,Premium,2,380.8437902556436,Latin America,19.99,39.98,High Engagement
11462,Standard,4,314.48751711005934,Asia,14.99,59.96,Medium Engagement
11463,Standard,7,292.6205032864588,Asia,14.99,104.93,Medium Engagement
11464,Basic,5,331.4785533404378,Latin America,9.99,49.95,Medium Engagement
11465,Basic,12,275.00273884456584,Europe,9.99,119.88,Medium Engagement
11466,Standard,6,248.6489042306338,Asia,14.99,89.94,Medium Engagement
11467,Premium,2,212.56457863972258,Europe,19.99,39.98,Medium Engagement
11468,Premium,3,339.787602043589,Latin America,19.99,59.97,Medium Engagement
11469,Premium,7,189.4306494926278,Europe,19.99,139.92999999999998,Medium Engagement
11470,Premium,11,233.23956210722957,North America,19.99,219.89,Medium Engagement
11471,Basic,2,248.6489042306338,Latin America,9.99,19.98,Medium Engagement
11472,Standard,12,383.7941946401327,North America,14.99,179.88,High Engagement
11473,Premium,6,376.11193430635115,Latin America,19.99,119.94,High Engagement
11474,Basic,5,183.7098328644453,North America,9.99,49.95,Medium Engagement
11475,Premium,10,261.0473500291813,Europe,19.99,199.89999999999998,Medium Engagement
11476,Standard,1,198.96294641769643,Latin America,14.99,14.99,Medium Engagement
11477,Basic,12,296.12084792735334,Latin America,9.99,119.88,Medium Engagement
11478,Standard,11,288.2262307931747,North America,14.99,164.89000000000001,Medium Engagement
11479,Standard,10,310.8779178709949,Europe,14.99,149.9,Medium Engagement
11480,Basic,11,274.89388357809156,Latin America,9.99,109.89,Medium Engagement
11481,Basic,4,470.1554654791351,Asia,9.99,39.96,High Engagement
11482,Basic,11,172.90571762419458,North America,9.99,109.89,Medium Engagement
11483,Basic,2,121.70474841726144,Latin America,9.99,19.98,Low Engagement
11484,Basic,4,220.5182349473904,Europe,9.99,39.96,Medium Engagement
11485,Basic,1,132.40088008297994,Europe,9.99,9.99,Low Engagement
11486,Basic,2,138.06532974955053,Europe,9.99,19.98,Low Engagement
11487,Premium,8,174.90140093515248,Europe,19.99,159.92,Medium Engagement
11488,Standard,6,180.83583209262792,North America,14.99,89.94,Medium Engagement
11489,Basic,2,178.4036423537455,Latin America,9.99,19.98,Medium Engagement
11490,Premium,12,288.8664212834059,North America,19.99,239.88,Medium Engagement
11491,Premium,6,248.6489042306338,North America,19.99,119.94,Medium Engagement
11492,Premium,10,236.53640688456397,Europe,19.99,199.89999999999998,Medium Engagement
11493,Standard,9,317.0674580875701,Asia,14.99,134.91,Medium Engagement
11494,Basic,7,192.52581064139304,Europe,9.99,69.93,Medium Engagement
11495,Premium,9,230.15905759714585,Asia,19.99,179.91,Medium Engagement
11496,Standard,5,277.43199895696864,North America,14.99,74.95,Medium Engagement
11497,Standard,7,104.38241495348339,Europe,14.99,104.93,Low Engagement
11498,Standard,11,71.13208682870632,Europe,14.99,164.89000000000001,Low Engagement
11499,Premium,7,275.9587996598292,North America,19.99,139.92999999999998,Medium Engagement
11500,Basic,12,286.9010710425174,Europe,9.99,119.88,Medium Engagement
11501,Premium,12,404.8165101139308,Latin America,19.99,239.88,High Engagement
11502,Premium,3,261.85711569001074,Asia,19.99,59.97,Medium Engagement
11503,Basic,7,311.4804787943571,Asia,9.99,69.93,Medium Engagement
11504,Basic,1,235.33955173105196,Asia,9.99,9.99,Medium Engagement
11505,Basic,9,272.29204161888146,Europe,9.99,89.91,Medium Engagement
11506,Standard,10,375.0442631312151,Latin America,14.99,149.9,High Engagement
11507,Basic,6,90.70053864057732,Europe,9.99,59.94,Low Engagement
11508,Premium,5,281.02121931787605,Asia,19.99,99.94999999999999,Medium Engagement
11509,Basic,7,410.16900475580246,Europe,9.99,69.93,High Engagement
11510,Premium,5,271.1525664407007,Asia,19.99,99.94999999999999,Medium Engagement
11511,Standard,10,373.7929722424636,North America,14.99,149.9,High Engagement
11512,Premium,5,248.6489042306338,Asia,19.99,99.94999999999999,Medium Engagement
11513,Premium,11,247.59643793772148,North America,19.99,219.89,Medium Engagement
11514,Basic,10,252.51435267914405,North America,9.99,99.9,Medium Engagement
11515,Basic,11,83.6806690480922,North America,9.99,109.89,Low Engagement
11516,Premium,7,162.386662911235,Asia,19.99,139.92999999999998,Medium Engagement
11517,Basic,10,167.73436904620104,Latin America,9.99,99.9,Medium Engagement
11518,Standard,7,311.65495585243957,Asia,14.99,104.93,Medium Engagement
11519,Standard,11,315.41148292630413,Europe,14.99,164.89000000000001,Medium Engagement
11520,Basic,3,274.30273320299,Europe,9.99,29.97,Medium Engagement
11521,Standard,3,311.80771726417794,Latin America,14.99,44.97,Medium Engagement
11522,Basic,10,237.68879404586696,Latin America,9.99,99.9,Medium Engagement
11523,Premium,12,340.14487521546573,Latin America,19.99,239.88,Medium Engagement
11524,Premium,3,250.6591331974054,North America,19.99,59.97,Medium Engagement
11525,Standard,6,254.33980355700675,Latin America,14.99,89.94,Medium Engagement
11526,Basic,12,230.08055250531913,Latin America,9.99,119.88,Medium Engagement
11527,Basic,6,248.6489042306338,Latin America,9.99,59.94,Medium Engagement
11528,Standard,3,218.4100887540315,Asia,14.99,44.97,Medium Engagement
11529,Premium,3,323.2323532898551,Europe,19.99,59.97,Medium Engagement
11530,Standard,8,165.0888144462995,Europe,14.99,119.92,Medium Engagement
11531,Premium,8,167.58128089538548,Latin America,19.99,159.92,Medium Engagement
11532,Basic,7,301.55700663448783,Europe,9.99,69.93,Medium Engagement
11533,Premium,10,243.35918390627404,Asia,19.99,199.89999999999998,Medium Engagement
11534,Standard,4,215.95814378851537,Europe,14.99,59.96,Medium Engagement
11535,Basic,4,316.7543299356595,North America,9.99,39.96,Medium Engagement
11536,Standard,3,204.45539394354367,Asia,14.99,44.97,Medium Engagement
11537,Standard,5,234.98490592747225,Europe,14.99,74.95,Medium Engagement
11538,Premium,3,354.94209625533693,Europe,19.99,59.97,High Engagement
11539,Standard,8,365.43567593579877,Asia,14.99,119.92,High Engagement
11540,Premium,7,367.92986577027455,Europe,19.99,139.92999999999998,High Engagement
11541,Basic,3,228.84056672995666,Europe,9.99,29.97,Medium Engagement
11542,Premium,9,342.30271787383526,Latin America,19.99,179.91,Medium Engagement
11543,Basic,12,178.82853791734914,North America,9.99,119.88,Medium Engagement
11544,Premium,5,181.98228439584543,Asia,19.99,99.94999999999999,Medium Engagement
11545,Standard,9,73.71581105317293,Latin America,14.99,134.91,Low Engagement
11546,Premium,7,375.4651151423898,Europe,19.99,139.92999999999998,High Engagement
11547,Premium,7,185.20151131929413,Asia,19.99,139.92999999999998,Medium Engagement
11548,Basic,6,240.51005651897052,Asia,9.99,59.94,Medium Engagement
11549,Standard,2,181.72567435537871,North America,14.99,29.98,Medium Engagement
11550,Premium,9,302.13739362476053,North America,19.99,179.91,Medium Engagement
11551,Standard,6,221.8274754461995,Asia,14.99,89.94,Medium Engagement
11552,Premium,8,152.1387332175288,North America,19.99,159.92,Medium Engagement
11553,Premium,1,283.12469231395454,North America,19.99,19.99,Medium Engagement
11554,Standard,5,142.47024813923287,Europe,14.99,74.95,Low Engagement
11555,Premium,12,187.19457060133817,North America,19.99,239.88,Medium Engagement
11556,Standard,1,91.98331640304394,North America,14.99,14.99,Low Engagement
11557,Premium,10,143.20314158517948,Latin America,19.99,199.89999999999998,Low Engagement
11558,Basic,11,263.3896877290358,Europe,9.99,109.89,Medium Engagement
11559,Standard,8,102.65979714228064,Europe,14.99,119.92,Low Engagement
11560,Premium,8,138.9140706533713,Asia,19.99,159.92,Low Engagement
11561,Premium,1,249.8223312900394,North America,19.99,19.99,Medium Engagement
11562,Basic,9,209.22948279302105,Latin America,9.99,89.91,Medium Engagement
11563,Standard,2,399.40274769694815,Latin America,14.99,29.98,High Engagement
11564,Premium,12,248.6489042306338,Europe,19.99,239.88,Medium Engagement
11565,Basic,9,184.90581529366347,North America,9.99,89.91,Medium Engagement
11566,Premium,1,291.78532138026117,Latin America,19.99,19.99,Medium Engagement
11567,Standard,12,306.1961917659589,Asia,14.99,179.88,Medium Engagement
11568,Premium,10,205.18908564816974,North America,19.99,199.89999999999998,Medium Engagement
11569,Premium,9,137.83438476263473,North America,19.99,179.91,Low Engagement
11570,Premium,4,249.0776163018957,North America,19.99,79.96,Medium Engagement
11571,Premium,9,237.0365743889417,Latin America,19.99,179.91,Medium Engagement
11572,Basic,7,248.6489042306338,Europe,9.99,69.93,Medium Engagement
11573,Basic,11,283.1737651123364,Europe,9.99,109.89,Medium Engagement
11574,Standard,6,193.6952794745801,Asia,14.99,89.94,Medium Engagement
11575,Basic,5,163.6001839315643,Latin America,9.99,49.95,Medium Engagement
11576,Basic,11,258.1812227762374,North America,9.99,109.89,Medium Engagement
11577,Standard,9,278.9477569426657,Asia,14.99,134.91,Medium Engagement
11578,Basic,2,161.75162920749602,Asia,9.99,19.98,Medium Engagement
11579,Basic,11,319.6067958243311,Europe,9.99,109.89,Medium Engagement
11580,Standard,12,117.21391466679415,North America,14.99,179.88,Low Engagement
11581,Standard,2,206.64149059632675,North America,14.99,29.98,Medium Engagement
11582,Standard,11,230.6493597851793,Latin America,14.99,164.89000000000001,Medium Engagement
11583,Premium,12,202.28322155110527,Latin America,19.99,239.88,Medium Engagement
11584,Premium,9,207.62046448366056,Latin America,19.99,179.91,Medium Engagement
11585,Standard,12,390.33058617310854,Asia,14.99,179.88,High Engagement
11586,Standard,3,186.1836933220826,North America,14.99,44.97,Medium Engagement
11587,Standard,8,433.0916291853936,Europe,14.99,119.92,High Engagement
11588,Premium,11,282.7845084798289,Asia,19.99,219.89,Medium Engagement
11589,Premium,9,256.9041352983994,Asia,19.99,179.91,Medium Engagement
11590,Basic,8,285.71802650407494,Europe,9.99,79.92,Medium Engagement
11591,Basic,4,439.7445811938964,Europe,9.99,39.96,High Engagement
11592,Standard,12,175.48052470514142,Latin America,14.99,179.88,Medium Engagement
11593,Premium,1,165.96865607977082,Europe,19.99,19.99,Medium Engagement
11594,Premium,4,193.38503525710593,Europe,19.99,79.96,Medium Engagement
11595,Premium,9,252.41073602234206,Europe,19.99,179.91,Medium Engagement
11596,Standard,2,120.56716563905701,Europe,14.99,29.98,Low Engagement
11597,Basic,3,251.6754429488956,Latin America,9.99,29.97,Medium Engagement
11598,Standard,10,377.0160350060254,Asia,14.99,149.9,High Engagement
11599,Basic,8,261.3555542968583,North America,9.99,79.92,Medium Engagement
11600,Basic,6,228.04859057685422,North America,9.99,59.94,Medium Engagement
11601,Standard,8,203.63796634872796,Asia,14.99,119.92,Medium Engagement
11602,Basic,7,317.38837784136734,North America,9.99,69.93,Medium Engagement
11603,Basic,5,188.06254200714642,North America,9.99,49.95,Medium Engagement
11604,Premium,9,388.4796940449436,Asia,19.99,179.91,High Engagement
11605,Basic,4,395.0019810785768,North America,9.99,39.96,High Engagement
11606,Standard,6,269.25630989963406,North America,14.99,89.94,Medium Engagement
11607,Standard,2,249.1363683942516,Asia,14.99,29.98,Medium Engagement
11608,Basic,2,327.29948561811693,North America,9.99,19.98,Medium Engagement
11609,Premium,2,332.1098876670494,Europe,19.99,39.98,Medium Engagement
11610,Premium,10,189.55062017054382,Asia,19.99,199.89999999999998,Medium Engagement
11611,Basic,7,210.50836501474734,Latin America,9.99,69.93,Medium Engagement
11612,Basic,2,150.82394239875282,North America,9.99,19.98,Medium Engagement
11613,Standard,12,280.6798703750543,Latin America,14.99,179.88,Medium Engagement
11614,Basic,2,299.9970912592668,North America,9.99,19.98,Medium Engagement
11615,Premium,9,148.75557716040453,Europe,19.99,179.91,Low Engagement
11616,Basic,7,215.86008213878807,Asia,9.99,69.93,Medium Engagement
11617,Standard,11,148.95595618139882,Latin America,14.99,164.89000000000001,Low Engagement
11618,Standard,3,182.5900142317122,Asia,14.99,44.97,Medium Engagement
11619,Standard,3,291.3262795169725,Latin America,14.99,44.97,Medium Engagement
11620,Standard,7,194.98884499912904,North America,14.99,104.93,Medium Engagement
11621,Standard,5,227.4380532975776,Europe,14.99,74.95,Medium Engagement
11622,Basic,10,127.95162040395134,Latin America,9.99,99.9,Low Engagement
11623,Basic,6,264.02426572934985,Latin America,9.99,59.94,Medium Engagement
11624,Basic,12,246.67950101165133,Europe,9.99,119.88,Medium Engagement
11625,Basic,8,195.32805624751285,Europe,9.99,79.92,Medium Engagement
11626,Standard,9,235.82392767381444,Europe,14.99,134.91,Medium Engagement
11627,Premium,1,263.52211603775834,Europe,19.99,19.99,Medium Engagement
11628,Basic,3,188.88488883179917,Europe,9.99,29.97,Medium Engagement
11629,Premium,11,139.28030919986656,Asia,19.99,219.89,Low Engagement
11630,Basic,7,385.41808245151117,North America,9.99,69.93,High Engagement
11631,Basic,6,202.50454714672955,North America,9.99,59.94,Medium Engagement
11632,Premium,7,242.7429922609833,Latin America,19.99,139.92999999999998,Medium Engagement
11633,Standard,8,325.8129801265235,Europe,14.99,119.92,Medium Engagement
11634,Basic,6,514.6791390677863,Asia,9.99,59.94,High Engagement
11635,Basic,3,156.66351625833508,Asia,9.99,29.97,Medium Engagement
11636,Basic,2,283.73704102948824,Latin America,9.99,19.98,Medium Engagement
11637,Premium,12,196.93357860294202,Europe,19.99,239.88,Medium Engagement
11638,Standard,7,209.59072715674668,North America,14.99,104.93,Medium Engagement
11639,Premium,12,195.98409842449075,Europe,19.99,239.88,Medium Engagement
11640,Premium,12,165.57587741495612,Asia,19.99,239.88,Medium Engagement
11641,Standard,12,246.9031478661504,Europe,14.99,179.88,Medium Engagement
11642,Premium,11,139.41229847138231,North America,19.99,219.89,Low Engagement
11643,Standard,1,321.0105674883903,North America,14.99,14.99,Medium Engagement
11644,Basic,3,254.1252202025031,Latin America,9.99,29.97,Medium Engagement
11645,Standard,12,281.682622967608,Asia,14.99,179.88,Medium Engagement
11646,Basic,11,215.0358541040333,Europe,9.99,109.89,Medium Engagement
11647,Premium,4,222.4597049341189,Europe,19.99,79.96,Medium Engagement
11648,Premium,1,271.5672928875496,Latin America,19.99,19.99,Medium Engagement
11649,Basic,5,162.69620256956307,Latin America,9.99,49.95,Medium Engagement
11650,Premium,10,223.15071741899982,Latin America,19.99,199.89999999999998,Medium Engagement
11651,Standard,3,185.52898645911594,Asia,14.99,44.97,Medium Engagement
11652,Basic,2,183.20733920567392,Europe,9.99,19.98,Medium Engagement
11653,Premium,3,91.76213195307687,Latin America,19.99,59.97,Low Engagement
11654,Basic,8,350.449494211,Asia,9.99,79.92,High Engagement
11655,Standard,6,248.6489042306338,Europe,14.99,89.94,Medium Engagement
11656,Standard,7,337.25320413726627,North America,14.99,104.93,Medium Engagement
11657,Premium,12,330.15942410457194,Latin America,19.99,239.88,Medium Engagement
11658,Standard,6,153.55002201126297,Asia,14.99,89.94,Medium Engagement
11659,Basic,6,168.36915732453656,Europe,9.99,59.94,Medium Engagement
11660,Standard,12,442.0377219516763,Europe,14.99,179.88,High Engagement
11661,Basic,3,381.3194456445358,Latin America,9.99,29.97,High Engagement
11662,Basic,12,247.6361115003922,Latin America,9.99,119.88,Medium Engagement
11663,Standard,8,269.3029829813012,Europe,14.99,119.92,Medium Engagement
11664,Premium,12,202.68651977896084,Asia,19.99,239.88,Medium Engagement
11665,Standard,7,282.4264535650255,North America,14.99,104.93,Medium Engagement
11666,Basic,7,196.21135744581466,Europe,9.99,69.93,Medium Engagement
11667,Basic,6,97.57346767762115,Asia,9.99,59.94,Low Engagement
11668,Standard,5,150.88331601167118,Latin America,14.99,74.95,Medium Engagement
11669,Premium,10,251.58195608879404,Europe,19.99,199.89999999999998,Medium Engagement
11670,Premium,8,165.1699573373059,Latin America,19.99,159.92,Medium Engagement
11671,Basic,5,248.6489042306338,North America,9.99,49.95,Medium Engagement
11672,Basic,9,169.40042204253527,Latin America,9.99,89.91,Medium Engagement
11673,Premium,9,191.3234558123505,North America,19.99,179.91,Medium Engagement
11674,Standard,1,313.9873979809894,Latin America,14.99,14.99,Medium Engagement
11675,Basic,6,268.56104107300786,Latin America,9.99,59.94,Medium Engagement
11676,Basic,7,249.27516840149897,North America,9.99,69.93,Medium Engagement
11677,Premium,3,315.9222979802988,Latin America,19.99,59.97,Medium Engagement
11678,Standard,7,286.0456445010511,Asia,14.99,104.93,Medium Engagement
11679,Premium,11,358.49224684385257,Latin America,19.99,219.89,High Engagement
11680,Standard,11,215.51055532636448,Europe,14.99,164.89000000000001,Medium Engagement
11681,Standard,7,248.6489042306338,Latin America,14.99,104.93,Medium Engagement
11682,Standard,11,152.41680502064912,Asia,14.99,164.89000000000001,Medium Engagement
11683,Basic,2,217.82644619706852,Europe,9.99,19.98,Medium Engagement
11684,Premium,7,322.35774207268344,Asia,19.99,139.92999999999998,Medium Engagement
